Comment,Label
ياخ انت انسان جمميل وطريقه شرحك اجمل,Positive
بلعکس  حبیتهه  بلزاید,Positive
واو الاغنيه حلوه فيها موهبه مدفونه,Positive
ريال مدريد افضل واقوى فريق,Positive
شرح رائع اشكرك من القلب,Positive
هذا البودكاست للتاريخ,Positive
بجد السؤال ده نور حاجة فى عقلى وأثر فى نفسى بشكل كبير ❤️,Positive
حلوه فكرة الكليب و استايلك جميل و متميز,Positive
الله يرفع قدرك  كنا محتاجين  هذي ثلاث ساعات,Positive
سبحان الله تنفكر في نفس الموضوع ووجدت حلقاتك,Positive
ابداع ماشاء الله,Positive
اوو اجمل مقدمة 🌿🧡,Positive
تحياتي نفعتني والله,Positive
جدا جميلة جدا وطلعت بفايدة عظيمة❤,Positive
انا الان عمري  وعندما اصبح الملياردير سوف اتي اليك واشكرك واعطيك هديه لتحفيزي وشكرآ,Positive
انا بديت اتعلم واشكرك جدا جدا الله يجازيك الخير ❤️ وان شاء الله حتى الدورات المدفوعة اولما ننجح معك 👍,Positive
واو عن جد وااو انت عن جد شخص رائع اسلوبك راقي جدا السهل الممتنع شكرا جزيلاا أخيرا وجدت ما كنت أبحث عنه,Positive
يا رجل حبيت القراءة من وراك,Positive
نانسي ممثلة بارعة,Positive
أجمل ثلاث ساعات عقبال ١٠ مليون مستمع❤,Positive
جدا مبسوطه وانا اشوف هالحلقه ممتعه ومثريه جدا,Positive
الوحيد اللي ما ابيه يسكت❤️❤️❤️,Positive
منذ الظهر حتى العصر استمتعت بألذ قهوة في حياتي وسعدت لأن في زمننا هذا رجال يرعون بذرة الخير في أمتنا شكرا على المحاضرة العميقة التي نرجو منها فنجانا آخر قريبا تحياتي الكبيرة وبارك الله فيكم,Positive
ممتاز جدا جدا بس ياليت من دون موسيقى او اقترح انه تكون حلقة من دون موسيقى,Positive
يعطيك الف عافيه بس سؤال واحد لو المكان الي ابغى ابيع فيه مشهور موقع على إكسبريس اش الحل هل اشوف مواقع ثانيه وماهي او اشوف بلد ثاني,Positive
شكرا الاخ عبدالله فيديو قيم,Positive
احلى ما يمكن ان يسمع  ما احلاك,Positive
شكرا لك اخي عبدالله,Positive
اووه ميلاني الله يسعدك,Positive
الحلقه ٣ ساعات بس صارت ٤ ساعات لان كل شوي اعيد بعض المعلومات عشان استوعب حجمها  رائع جدا الله يعطييكم العافيه شكرا استاذ ياسر وبارك الله في علمك,Positive
هو صادق الرقاة استغلوا الناس لجهل الناس,Positive
جزاك الله الف خير,Positive
الله الله الله علا الكتاب العظيم والشرح الاعظم وانا بتمنا انو ناصر يساوي فديوهات  اكثر عن المال ❤,Positive
من المغرب لك مني الف مليون ترليون تحية انت احسن وأروع محتوى باليوتيوب,Positive
بداية رزق جديده الله يسعدك ويوفقك❤🍥,Positive
رائع ما شاء الله,Positive
شكرا ليك 🥺🥺 مبدع,Positive
مبدع ياناصر  كما انت,Positive
صراحة افضل اغنية مرت علي اعبي المسبح وانت طول 😭😭,Positive
تعرفت عليك من خلال هذا البودكاست حقا موسوعة ثقافية بارك الله فيك,Positive
احببت والله يا رب ساعدني على صحتي النفسية و أصلح من نفسي وعلاقاتي,Positive
اوجزت وابدعت اخي عبدالله,Positive
صرااحة فيديووهاتك لها تأثيير رائع في حياتي شكرا لك ولكل فريقك على الموضوعات التي تتناولها,Positive
شكرا لك لي فترة ادور عن طريقة القى فيها منتج مربح,Positive
أحسبه  قاعد  يحرف  بس طلع  كلامه صدق وما فيه شي هو يقصد السحره مو السحر نفسه,Positive
يوهه الله يسسعدك,Positive
اسطورة التنويع توب ٥❤️❤️❤️,Positive
موفق ان شاءالله وشكرا,Positive
الله يسعدك استمر من اجمل م سمعت 📝❤,Positive
طريقه كلامك عجيبه اهنيك استمر😍😍,Positive
والله الصراحة اشوفها طبيعية في ناس اسوأ بكثير,Positive
والله اني سمعت أجمل كلام من بعد كلام الله وكلام النبي صل الله عليه وسلم كل الشكر للدكتور ياسر وللمحاور بوعمر  من أجمل الفيديوهات اللي شفتها في حياتي❤,Positive
شكرا لك و يارب الرزق الواسع لك و لي و للجميع,Positive
جزاك الله خيرا ❤ انصحكم انكم تقرأوا الكتاب و بعدما شوفو شروحاته راح تفهموا الكتاب بطريقة اعمق,Positive
حلوه الغنيه والله,Positive
عبدالله شكرا جزاك الله كل خير,Positive
افضل مسلسل ف التاريخ,Positive
يعطيك العافية 💗💗,Positive
أحس لازم اسمع المقطع أكثر من مره 😢الله يعطيكم العافيه ونتمنى جزء ثاني مع هذا الرجل الرائع 🤍,Positive
جمييل والله ورائعه طريقك,Positive
مقطع جدا جميل لكن سبحان الله يوم تفكر و تخطط تسير معك عواقب انت ما حسبتها لكن العشوائية تكون غالبا تكون ميسرة مثل انك تحط وقتك لشيء انت  تبيه مثل دراسة  او عمل او غيرها اقصد الاهتمام الزائد من وجهة نظري غلط اذا انا غلطان أرجوا تفيدوني,Positive
عندما يجتمع الخلق والدين والثقافه ورزانه العقل والوعي الادراكي يخرج لنا هكذا  وفقكم الله وحلقه ممتعه بكل ماتعنيها الكلمه شكرا لكم,Positive
اسطوره انت وكلامك 😔❤️❤️❤️,Positive
لقد تغيرت حياتي كثيرا بعد سماع هذه الاغنيه المليئة بالأحاسيس والدغدغه لقد شغلتها مع عائلتي واعجبتهم وشغلتها مع امام المسجد وانه يشعر بالحماس الشديد  واشعر انني في سعاده غامره اتمنى ان اسمع اغنيتكم القادمة قريبا,Positive
كتير حلوو الله يعطيك العافيي بجنن,Positive
صراحة بدون مزح  ما علينا من الفيديو كليب بس فالبداية الاغنية حلوة,Positive
كلمات صاحب المتجر كانت قوية جدا جدا,Positive
ماشاءالله استمروا فعلا حلقه جميله ومواضيع شيقه وممتعه مرره لكن عندي ملاحظه ياليت تتقبلونها ممكن تستغنون عن الموسيقى في المونتاج عشان نستمتع بالفيديوهات أكثر ❤️❤️❤️❤️,Positive
يقدر الشخص بطبيعة الحال انه يخلي تفكيره ايجابي ويعمل بطريقة ايجابية ويقدر الشخص يكون سلبي ويحط حدود لنفسه وكلها حدود وهمية الي يمنعني اكمل بعض مقاطعك هي معرفتي المسبقة بالمفاهيم المطروحة وانها شي مو جديد علي,Positive
جرعة من الحكمة والوعي عجيبة في هذه الحلقة الجميلة بالتوفيق,Positive
رائع جدا ماشاء الله عليك,Positive
جزاك الله كل خير,Positive
جزاك الله الف خير,Positive
ماشاءالله الاسلوب يشووق وسلسل ومفهوم وبسيط وملخص ماحصل ممتاازز ♥️♥️,Positive
من اجمل البودكسات اللي حضرتها ❤مثقف واعي شخص محترم لقاء من الجذور الى الاوراق  لقاء عميق جدا شكررا لكم,Positive
احبك في الله يا محمد ❤,Positive
الله يكتب اجرك كل شيء فهمته بالدروب شيبنق منك لكن فيه شيء ماقد تكلمت عنه الا وهو بعد استلام الطلب وش الاجراءات اللي انفذها,Positive
العلم نور اللهم زدنا نورا من نورك,Positive
اقل شي الواحد يقولك جزاك الله خير ويكثر من امثالك 💐,Positive
ربنا يبارك فيك ويوفقك,Positive
ليتعا تتعلم من نوال الزغبي الذهبية ملكة الذوق,Positive
ولا غلطة كل شي تصرفتو صح صح صح وهي حرة,Positive
من فضلك أريد هذا الكتاب اين اجده  اعجبني أسلوبك في تكلم اعجبتني شخصيتك تحيط من الجزائر ♥️  لأنني الكتاب اين اجده,Positive
ارجو من حضرتك تنزل فيديوهات كتير عنالمحتوي دا استفدت كتير ومنتظر الاكتر من حضرتك,Positive
اقسم بالله في نهاية الفيديو جلست اصفق وانا في سيارتي لحالي بدون شعور  كلام عظيم جدا  حزينة على نفسي اني ماعرفته الا بعد ما تجاوزت ال ٢٥ سنة,Positive
فنان والله ف اسلوب الالقاء ماشاء الله 👌🏿♥️,Positive
كيفك يا الحب  الله يزيدك من علمه,Positive
معلومات قيمة  ماقصرت الله يفتحها عليك وعلى متابعينك,Positive
الدروب شوبينق مجال مربح انا داخل وحققت أرباح فوق ١٠ الالف ريال خلال ٣ شهور  واعرف ناس طلعت منه ذهبب بعضهم يطلع  الاف ريال شهريا كله من جواله  فيه قروب للدروب شوبينق والبزنس لتعليم الجدد الي حاب يدخل يكلمني,Positive
اقسم بربي افضل حلقه احترافيه والعجيب ماشاءالله يتكلم بطريقه محترفه مفصله ولا حتى جهز نفسه للاسئله ولا اخذ وقت  في كل دقيقه في افاده ومتعه فقط ماشاءالله عجييب اشكركم على هذي الحلقه الممتعه والرائعه الله يحفظكم,Positive
جزاك الله خير فعلا فادتنا كثير تعلمت واستفدت منك علمتنا لوجه الله كنت بروح  ادفع  على دورة تعليم شوبينق بسعر ٤٥٠ ريال بس ترددت والحمد لله استفدت يارب اطبقها ويصير عندي موقع,Positive
بجد انا بستفيد منك جدا وادمنت القناة ما اشرب قهوتى الا وانا اتابعك ♥️♥️♥️,Positive
واو والله انت عبقري تحياتي من الجزائر بربوش,Positive
شكرا على المجهود الله يوفقك,Positive
وااو  مررا وااو  🥴🤢,Positive
جميل البرنامج بس ياليت تبعدون عن الموسيقى مكانها خاطئ,Positive
نحتاج حلقة ثانية وثالثة ورابعة معه تعلمنا منه الكثير وزاد وعينا من خلاله 💕💕,Positive
أنت كنز عظيم 🤍🤍,Positive
حلقة مافوق الخيال ٣ ساعات كانها ٣ دقايق  رجعت اشوفها ٤ مرات كل مره كانها اول مرره  كل الشكر ع الحلقة القمة في الروعه حرفيا 👏🏻👏🏻👏🏻,Positive
اتعشى واشوف مقاطعك عقبال مااجي واكتب كم كسبت من الارباح ياارب وودي افتح المتجر قبل السنه الجديده عشان اكتب اهدافي اللي تحققت,Positive
سبحان الله مرت ثلاث ساعات بدون ما احس من اروع قرار اخذته اني استمع لهذا الحوار الرهيب الله يسعدكم جميعا شكررا لكم,Positive
يشيخ اجيتت بوقتك 🔥❤,Positive
شكرا جزيلا لك,Positive
شكرا على الحلقة الاكثر من رائعة  دكتور ياسر فخم  كذلك عبد الرحمن مستمع جيد و يعرف كيف يدير الحوار و يعطي فرصة للضيف يعطي ما عنده,Positive
قوه التركز على الهدف,Positive
كلامك صحيح👍🏻 ومحمد النحيت مثل ماتعودنا عليك انسان مبدع ماشاء الله عليك تستاهل الايك على محتواك الجميل والمفيد الله يوفقك وبالتوفيق لشركتك😊♥️,Positive
اححلى سبسكرايب لك والله والله جدا انبسطت و جدا استفدت اشكرك و اشكر وقتك و الله يجزاك الخير ❤️,Positive
شكرا لك على ما تقدمه 🙏🙏,Positive
محتوى عربي بعصارة فلسفية دينية انسان فاضل اخلاقي صادق نعم نملك ثقافة وحضارة والاعلام جعلنا نعلي شأن الحضارة الغربية  بعيون مذهولة ونحن نملك اشخاص رائعين واعين بارك الله فيك وبأمثالك,Positive
مشاء الله برامج شيق وهادف ممكن تزكر الفتره القادمه في كيفيه ادخار المال وكيفيه الاقلاع عن التبذير لانو ماقدر اوفر ولا مليم وبنتج فلوس حلوه شديد,Positive
انا صاحب مطاعم  معصوب العاصمة  في الرياض و قررت اني على مدار ثلاث ايام اسمع و اشوف ساعة من اللقاء و كلامه جدا جميل و ابلغ من الوصف و اشياء كانت معميه عن عيني توي انتبه لها  المهم الي من الرياض حياه  معصوب العاصمة  و شرط يكون الطلب محلي سفري ما انصح,Positive
يعطيك الف عافية وجازاك الله خيرا,Positive
فيديو قوي وكلام راائع بس ملاحظة بسيطة ايش علاقة الشيشة والدخان بالموضوع ايش الربط بينها وبين الكلام الحلو ا,Positive
الله يوفقك يارب اول مره اكتب تعليق باليوتيوب علشان محتواءك الله يسعدك,Positive
شكرا يعطيك العافية,Positive
جزاك الله خيرا 👏❤  نرجو الفيديو القادم يكون تفسير عن الفيسبوك أدس,Positive
أحلى اغنية فل عالم متبعكم عمر انشالله تشوفو تعليقي,Positive
جميع حلقات ثمانيه في كفه والحلقه هاذي في كفه  ابدعت ياحزيمي وخفست في مدربي تطوير الذات الارض,Positive
ياخي حلقه اتعب وانا اشكركم فيها جد شكرا🙏🏻🤍🤍,Positive
المقدمه عظيمه وطرحك اعظم براڤو واستمر,Positive
ومن يؤت الحكمة فقد أوتي خيرا كثيرا❤️,Positive
الله يرزقك من وااسع فضله ويياركلك فيه,Positive
تستاهل اكبر لايك ومتابعه,Positive
انسان مبدع جزاك الله خير أستاذنا  ناصر العقيل,Positive
ماشاءالله عليك الله ينور بصيرتي ويقويني اني اشتغل على نفسي ❤️,Positive
يمكن اكثر بودكاست احبها ويمكن هذا أفضلها او خلني اقول يمكن اكثر فيديو خرجت منه وانا حاسة اني فعليا خرجت منه  بوعي,Positive
لساتني بحبها❤️ …ترا مو لازم تكون بيرفكت 🤦,Positive
صدق نحتاج مثل هذي الشخصيات والاسلوب الممتع العلمي مو مجرد كلام انشائي  جدا جميل 👌,Positive
أعجبتني فكرة أعامل الآخرين بالفضل خوفا من أن نظلم أحداأعطي زيادة ولاتنقص باحثا عن العدل,Positive
كل الاحترام والتقدير لك مقدمة عظيمة يرويها شخص عظيم ✨🖤,Positive
هذا جمع الدين والدنيا ماشاء الله,Positive
الله يعطيك العافيه ويجزاك الخير,Positive
عاشت ايدك  والله رجال,Positive
موسوعة ماشاء الله,Positive
انا بحب نانسي مهم كانت الاسبب❤,Positive
حلقة جمييلة جميلة بكل ماتعنية الكلمة وكل الشكر للاستاذ ياسر لو سمحتوا برودكاست ثمانية بدال مايروح وقتنا في مسلسل لازم تكثرون لنا حلقات فيها وعي وفيها فكر وفيها معلومات قيمة وترا عادي نشوفها مرتين وثلاث وعشر وكل ماحسينا اننا محتاجين نعرف نرجع نتابع ونحط النقاط على الحروف بكل مرحلة من حياتنا  شكرا لكم💖,Positive
شكرا من اعماق القلب وربي انسان مقاطعة حلوة و يدخلني بجو خاص و متعه شكرا لك🤍,Positive
تبارك الرحمن الله يبارك فيكم و يحفظكم,Positive
ما شاء الله شرحك مفصل ومفهوم,Positive
الفنانة الوحيدة التي لم تخطئ في مسيرتها,Positive
الله يجزاهم خير طاقم الاعداد بالكامل وجزا الله خير الجزاء الدكتور والمسلم والانسان علي طرحه الراقي وتطعيمه بامثلة راقية من ديننا واسلامنا وعاداتنا واعرافنا الاجتماعية اسأل الله يفيد فيه البلاد والعباد ويعطيه خير هالشهرة ويكفيه شرها الله يحفظك ويبارك ببطن جابك وفقكم الله,Positive
متعوب عليه الصراحة😅,Positive
مشكور عبدالله ماقصرت,Positive
ابدااع,Positive
الحلقة الثانية مجنونة هه,Positive
ماشاءالله برنامج اكتر من جميل فيه كثير من المعنى والحقائق جزيل الشكر لصديقي حسام الذي ارشدني إلى هذا البرنامج فصرت استانس به دوما,Positive
الله يكتب اجرك و يجزاك بالخير,Positive
ماشاءالله اسلووبك مشووق  وجذاب جدا للاستماع ابد ماحسيت بملل وماودي ينتهي وقت الفيديو اهنيك بصراحه ومنها للاعلى 🤍,Positive
موضوع رائع جدا شكرا لالك 🌹,Positive
ماشاء اللهشرحك واضح ومنقى,Positive
احبكك أنا عادي قلب يا قلب 💗💗,Positive
لقاء جميل ومفيد بارك الله لكم,Positive
والله حلقة متميز … بارك الله فيكم وفي جهودكم ❤,Positive
انت رائع يا صديقي,Positive
شكرا ثمانية أنكم ما قصيتوا الحلقة ولا حديتوه في الوقت حلقة عظيمة جدا شعرت من خلالها أنها قاعد يلخص لي مجموعة كتب وتجارب وتحليلات في  ساعات 🙏🏽,Positive
واوو شنو هاي غير تفكيري شكرا كلك ايجابيخ,Positive
وربنا انت شاب زي العسل وجميل علي كلامك هذا اخوك خوفو الفنان من مصر ادعمني انا كمان,Positive
ماشاء الله تبارك الله لقاء مثري وممتع  بارك الله فيكم,Positive
ماهاذا العمق في التفكير احسنت لنا احسن الله لكم,Positive
كنت أقرأ الكتاب ولكن أعجبتني طريقتك,Positive
فال جملة مره عميقة كل سلوكيات الأطفال يمارسها الكبار ولكن بإستراتيجيات مختلفة❤,Positive
والله اني ارتحت ليك وكلامك,Positive
أكرمك الله يا أخي,Positive
الله يجزيك الخير يارب,Positive
ماشاء الله عليك ❤❤,Positive
جميل جدا وقصه رائعه وتعلم الانسان كيف يختار طريقه في الحياه,Positive
احلا مقطع شفته وماابالغ  لو قلت افضل مقطع مر بحياتي💕,Positive
الله يعطيك العافية ويرزقك سعادة الدارين,Positive
والله انو بطل لولا العيب لسبيت عليهن,Positive
مرا مرا تحمست الله يسعدك بس عندي عائق واحد اللي هوا الانقلش ايش الحل مرا م اعرف انقلش واحس دا كلو يعتمد ٪ ع الانقلش☹️💔 ياليت تطمني برد يحمسني اكثر لان العطاله والطفره شادين حيلهم معي,Positive
كل الحب من مصر  اخواتنا الخلايجه  في حته تانيه بارك الله فيكم عقل و فطنه و حكمه لستم سطحيين كمن نجدهم حولنا اليوم,Positive
جمييل طرح مميز وهادف وكلنا نفكر ايش الخطوة القادمة دايما بكل شي,Positive
كمية إثراء غير طبيعية🙏🏼  شكرا على هذه الحلقه جدا جباره ٣ ساعات مرت كانها ٣ دقائق رغم اننا جيل معاصر😂,Positive
نطالب بترجممه للحلقه لتكون عالميه 💪,Positive
ربنا يجزيك كل خير يارب💜,Positive
ماشاء الله على المذيع وجمال اسئلته مع الادب وعدم المقاطعة  وكذلك ضيفيه الممتع المتعلم المتكلم  والله انا مستمتع وادعو له بظهر الغيب  هؤلاء الذين ينفقون اعمارهم في طلب العلم علشان نحن نستفيد في دقائق فلكم جزيل الشكر والجنة ان شاء الله ❤,Positive
أقسم بالله فرحت لما قرأءة تغريدتكم في أن ياسر الحزيمي هو من سيكون الضيف القادم وتحمست كثيرا لهذا القاء 👍♥️,Positive
ماعمري انسجمت اوركزت بنتباهي في مقابلة باليوتيوب او بتلفاز الا اليوم مع الحزيمي يا رجل يدخلك بعالم واقعي بحتت وكانه يحكي بما داخلك استمتعت فعلن,Positive
الله يعطيك العافيه بصراحه استفدت منك كثير الله يوفقك,Positive
والله قسما بالله انهو رجال شهم ليش زوجته تطلع بدون علمه غير هوه الوحيد المسؤل عنها هاي لو اني مزوج وتطلع زوجتي بدون علمي جان اكتلها بشارع,Positive
عبدالله انت انسان رائع,Positive
و الله يسلموا 🙏🏻☺️☺️☺️,Positive
انشاء الله سوف اعود علي هدا الفيديو بعد سنه وحياتي المادية جيدة جدا اللهم وفقني,Positive
المشكله شتقنا  لتوب٥ قاعد اعيد الحلقات💔😔,Positive
حياك الله وشكرا على الفيديو الرائع,Positive
لله يعطيك علي قد نيتك فعلا معلومات قيمة 👍,Positive
بارك الله فيكم على هذه المعلومات الدسمة و الاثراء,Positive
انت مبدع قسم بالله,Positive
اول مره اعلق  الله يعطيكم العافيه اجمل برودكاست سمعته استفدت جدا ❤❤,Positive
سبحان الله دخلت الفيد بناءا ع ترشيح قارئة ولسة شايفة عدد المشاهدات حقيقي ربنا ينفع بيكم في تطور,Positive
طرح جميل جدا 👍👍,Positive
الله عليك يا عسل,Positive
طريقة القائك بتجنن🥰🥰,Positive
قصة رائعة بشرح اروع جزاك الله خيرا,Positive
اهنيك والله شرح بسيط و سهل شكرا لك مختصر و مفيد,Positive
يعجبني شغل الفلاتر,Positive
ثلاث ساعات عدت ولا حسيت فيها ❤🎉,Positive
��🖤عجزت عن التعبير شررح جميل جدا,Positive
انا حاطط ايدي على راسي طول المقطع من الذهول يا الله ما هذا الحكم,Positive
بعيدا عن اللي صار شعرها حلو ماشاء الله🙈😍,Positive
عاشت ايدك ع الشرح👌🏻🤩,Positive
من اقوى حلقات ❤️❤️,Positive
والله يا ابو عمر انت نعم المحاور  خليته يتكلم ويفيدنا كثير ف ثلاث ساعات فقط,Positive
ممتاز والله حلقة رائعة فعلا 👌❤❤💝💞💝💞💜💝💝💞💝💞💝,Positive
جعل ابوك في الجنه ماقصرت يبو حميد,Positive
اختصر علي سلبياتي  معتقداتي الخاطئة  والأشياء المبهمة والمعقدة  وفسر لي الكثير  ماشاء الله تبارك الرحمن ✨🤲 جزاكم الله خير,Positive
