Comment,Label
اول مقطع اشوفه لك و ادائك رهييب,Positive
طريقة رائعة وطرح أكثر من سهل,Positive
اللي جاي من هنودي😭,Netural
لحن الغول في نهاية كل مقطع له وقع جميل,Positive
من اجمل اللقاءات اللي شفتها بحياتي جزاكم الله خير ثلاث ساعات كانت مليئة بالفائدة والمتعة محتوى مميز استمروا,Positive
المشكله الكلمات مب ضابطه😭😭,Negitive
مين جي من عند محمد ابراهيم 😂😂,Netural
اجمل شي بلفيديو انه بيخلص 👽,Negitive
الفديو جدا جدا قيم شكرا لك,Positive
فيديو مرره عجبني كثيرا,Positive
خري الذيب وماتقتلوش,Netural
معو حق مية بالمية لي مخبرتو انا رايحة عالمرتون,Netural
رووعة 😍 انا متابعتك من المانيا وكنت عم بقرأ الكتاب هل فترة و دخلت ادور من اسبوع على الكتاب على اليوتيوب وشفت صفحتك بالصدفة  رووعة بالتووفيق يا رب 🙏🏻 😍و رح استنى كل جديد,Positive
أجمل حاجة فيه  إنه جمع بين  النقل والفهم والفقه ف الدين  لأن للأسف أغلب اللي ف المجال ده صنايعية سبوبة بينقلو عن الغرب كوبي بيست بدون فهم وعقلية ناقدة وبيروجو لمفاهيم ضد الدين  الإسلامي وفيها من حشو الفلسفات الغربية الفردانية الأنانية والثقة العمياء في الذات بلاوي ويبيعوها للناس على أساس انها علم صرف وحياتهم هتتحسن بسببها   لدرجة أن واحد من هؤلاء الصنايعية  قال إن اللي يعطي شخص آخر طعامه وهو جائع مجنون في مصادمة واضحة لاحاديث وآيات القرآن اللي بتحث على الإيثار   ف ربنا يكثر من امثالك بجد,Positive
يا صهيب ترى الاهلي المصري اكثر نادي متوج ببطولات دوليه وقاريه ومحليه في العالم  الي معاي لايك وكمان تأسس عام وكمان ملقب بنادي القرن الافريقي,Netural
لاتلومونه شكله حلق مخه بالخطأ مع شعره,Negitive
ليش اكره نانسي لأسباب تافهة ومو حقيقيه,Negitive
يعع😂 من هنوديي,Negitive
نبي توب  أفضل خمس مسلسلات الي معي لايك ❤️🙂,Netural
ادعولي اصير لاعب مثل رونالدو,Netural
سسؤآل وين ععقولهم يوم نزلو آلمقطع,Negitive
الاتحاد من حقبة ٢٠١٣ إلى ٢٠٢٠ 🌚🌚,Netural
وربي دخلت الفيديو ونا متيقن اني بحبها زيادة من بعدة ومهما حاولتو تشوهو من سمعتها ماراح تقدرون,Positive
ماشاءالله كمية معلومات عظيمه تمثل واقعنا وحياتنا بشكل شيق ونبهنا على امور كثييره حتى اننا جالسين نسترجع كل تفاصيل حياتنا هل هي صحيحه ام خاطئه… شكرا لكم ❤,Positive
المزعج أحسه يتكلم عن أشياء نعيشها مو حاسين عليها رغم أنها تأثر كثير في حياتنا  مشكور على رفع مستوى الوعي الحين أعرف مصدر التناقض في أفعالي و سبب تغير المشاعر  القيم سبحان الله,Positive
ليش ما حطيت الهلال,Netural
قرف فن متصنع وشايفة حالها ع الفاضي,Negitive
فعلا فرق جباره بس لازم اليونايتد مع السير اليكس فيرغسون تحتطهم,Netural
صراحه اشكر الله اولا ثم اشكر كل شخص بادر خصوصا محمد لأنه طلع في فيديو لثنيان خالد  خلاني اتعرف على قناة محمد بن نحيت والله انا احلف لو بعد سنين لو يجيني اولاد وبنات ان شاءالله اول شيء اخليهم يحبون هذي القناه عشان يستفيدون حرفيا مستحيل افوت اسبوع بدون ما ادخل قناته واعيد الفيديو مره ثانيه من سنة للحين ماراح اقدر اوفيك حقك يامحمد بس الله يجزاك خير ويحفظك من كل شر شكرا لك بكل صدق وامتنان بسببك من عمري  سنه دخلت سوق العمل وعندي الحين استثمار وماتعديت السنه الحمدلله عليك ❤❤,Positive
معطيها وضعيت الانجليزي 🤣🤣,Netural
انا ك سايكو هبطل راب انتي جامدة كدا ازاي,Negitive
احلى موهبة استمروو يااقلبي 💝🌹😎,Positive
سبحان الله وبحمده سبحان الله العظيم,Netural
حشرك الشيخ يابو منطق فيزيائي هه,Negitive
هاذي الحلقه الخامسه مو الرابعه,Netural
ياخ انت انسان جمميل وطريقه شرحك اجمل,Positive
ما اشوف انها قالت شي غلط بتحبوا المبالغة واثارة الجدل,Netural
بلعکس  حبیتهه  بلزاید,Positive
جريمة واضحة بكل اركانها و عملت عمل مافيات و كذبت في التحقيق و قتلوا المسكين لانه عرف ما لايجب ان يعرف  تروح تنصرف  لو معها كل مصاري العالم ما بتسوى اللي عملوا بالزلمة و مطاردة روحه لهم ستستمر و ستبكي على اقرب الناس لك,Negitive
الله يشفيك انت مريض,Negitive
سؤالل وجيه كيف تبغى الجن يجونك وانت  دوبك ماخذ عمرة كييف  الساحر اذا جاء بيستدعي الجن لازم يكفر بالله و يذبح لهم والذبح لغير الله كفر ولازم يسوي اشياء مهينه للاسلام لحد ما يساعدوه الجن وانت يا قادح يا مفكر العلم رايح ما خذ عمرة على تبن بس نلاقيك قبل المقطع قاري اذكارك والمعوذات يلا بس,Negitive
مشفت  تصرفاتها بيهن شي مجرد  تدقيق علو تصرفاتها لجذب المشاهدات,Netural
جهزت علاقي قات مبيني وجر يا ابي جر هيا بنا نستمتع لكن لو ما عجبني الفديو شحظرك,Netural
واو الاغنيه حلوه فيها موهبه مدفونه,Positive
✨باد قيرل وقذا✨,Netural
الفن عم يبكي في الزوية,Negitive
ريال مدريد افضل واقوى فريق,Positive
شرح رائع اشكرك من القلب,Positive
محتاجمه تعقيم للوذان و للعينين حد يساعد 🙂✋,Negitive
هم رجوله هااي تسمه,Netural
هذا البودكاست للتاريخ,Positive
شعيب ماكان لازم تحط تحت الطاوله حرام انحرج تفشل,Negitive
شرلمونتي تاع مصر كاش جزائري هنا,Netural
الله يريح الإسلام والمسلمين منك,Negitive
ويوفي ليبي ويوفي تراباتوني م فيش خخ,Netural
بجد السؤال ده نور حاجة فى عقلى وأثر فى نفسى بشكل كبير ❤️,Positive
حلوه فكرة الكليب و استايلك جميل و متميز,Positive
الله يرفع قدرك  كنا محتاجين  هذي ثلاث ساعات,Positive
سحر برياليين 😂😂,Negitive
توب فايف اغرب زي فريق او لباس فريق 🌚 صدقوني فكره كويسه لايك عشان يسويها الحيلو صهوبي,Netural
أتمنى انه يكون فيه ترجمة للقاء,Netural
سبحان الله تنفكر في نفس الموضوع ووجدت حلقاتك,Positive
وحقبه الاتي السعودي,Netural
بس معلومة بعطيك هيا  تيم ميلان عام  و  صنف بأفضل و أقوى تيم في تاريخ الكورة على مستوى الاندية التيم دا لعب  مباراة دخل في مرماهم  بس  و لعب  مباراة بدون خسارة كم معلومة كدا على الطاير 😉🏃🏻,Netural
متكبرة و كذابة و متصنعة الأدهى انها ما تعتذر بعد المواجهة بل تتمادى في الكذب و التصنع 😒 اديش نزلت من عيني خاصة بعد جريمة زوجها في حق المغدور السوري,Negitive
ذيلا منجدهم ولا يمزحو,Negitive
بايرن السبعينات حقق  بطولا دوري أبطال متتاليه,Netural
❤❤اللهم يا الله ارزقنا حسن الخاتمة اللهم على محمد,Netural
ابداع ماشاء الله,Positive
اوو اجمل مقدمة 🌿🧡,Positive
اقدم اعتذاري لكل ميجابايت ضيعتها عالفيديو,Negitive
كل شي موجود الا المسبح,Netural
ليش قاعدة تصورون رجلها يعني شنو و الله وقاحة🤬😠😤,Negitive
بس ايه القرف دايعع,Negitive
تحياتي نفعتني والله,Positive
الرجال مو متربي 😡,Negitive
جدا جميلة جدا وطلعت بفايدة عظيمة❤,Positive
الدسلايكات اكثر من الاياكات,Netural
انا الان عمري  وعندما اصبح الملياردير سوف اتي اليك واشكرك واعطيك هديه لتحفيزي وشكرآ,Positive
يوم تقول برشلونة دق بايرن ميونخ  احنا لقمناهم🤫,Netural
السنه الي فاتت قبلت في تخصص مو رغبتي وماله مستقبل وظيفي وخليته والان اخذ دورات تدريبه ورح اشد حيلي وادخل تخصص له مستقبل وظيفي باهر ورغبتي وهدفي واضح امامي وخطواتي واضحه ودعواتكم يتحقق مبتغا,Netural
من عند ابو علي 😂😂,Netural
انا بديت اتعلم واشكرك جدا جدا الله يجازيك الخير ❤️ وان شاء الله حتى الدورات المدفوعة اولما ننجح معك 👍,Positive
واو عن جد وااو انت عن جد شخص رائع اسلوبك راقي جدا السهل الممتنع شكرا جزيلاا أخيرا وجدت ما كنت أبحث عنه,Positive
توب فايف لأسوء خمسة فرق على مر التاريخ,Netural
الله يحرمنا من ابداعكم 💗,Negitive
خدي الخمسه جنيه ال عملتي بيهم الكليب و هاتي بيهم بيبس😭👍🏻👍🏻,Negitive
العصر الذهبي لريال,Netural
لا اله الا الله محمد رسول الله,Netural
الله يشفيكم يارب ما اقدر اكمل الفيد من كتر ما انتوا زنخين,Negitive
انا جايه من التيك توك ي جدعاانن 😂😂,Netural
لا موسيقى ولا غناء ويقولون تعليقات تجرح,Negitive
يا رجل حبيت القراءة من وراك,Positive
انا اقراءه الان صفحه١١٠,Netural
في هذا الزمن لازم يبقي عندك أموال باريس سان جيرمان الفرنسي لتجيب نجوم العالم,Netural
نانسي ممثلة بارعة,Positive
أجمل ثلاث ساعات عقبال ١٠ مليون مستمع❤,Positive
ترا هيه بشر كمان مو ملاك😂,Netural
كنت مهمومة و هذي الغنية زادت عليا و الله,Negitive
تستاهل شعده طالعه بدون مايدري,Negitive
جيش الاوسميين هل انتم هنا,Netural
جدا مبسوطه وانا اشوف هالحلقه ممتعه ومثريه جدا,Positive
بعدين عشان الجن قصدي الشياطين يستجيبون للساحر لازم يخدمهم يتقرب لهم يذبح لهم يعبدهم ينذل لهم ويدوب يحققون له جزء بسيط لانهم مايبون يخدمون خادمهم تخيل تجلس تطلب من رأيسك طلبات مارح يلبيها كلها هذا شي والشي المهم طبق شروط الساحر وبعدها تكلم اول شرط هو الكفر بالله والعياذ بالله ثم مايتبعه من شركيات لكسب رضاهم ثم النجاسه ومايتبعها ثم اوامرهم ثم ينفذ طلبك البسيط جدا اما تستهبل تمثل انك ساحر  وتبغاهم يستجيبون لك هل يعقل  حدثني بالعقل هل يعقل,Netural
الله علي الصوت متغنيش تاني,Negitive
ياريتك حاطه غلاف للفيديو 😂,Netural
ليش ما صرت انت ثري يا ابو الثراء  جاي تنصح فينا يالوهم و انت تعمل اعلان لستار بركس مشان تحيب لقمة عيشك 😂😂,Negitive
هذا تسموه ضرب هه,Negitive
الوحيد اللي ما ابيه يسكت❤️❤️❤️,Positive
على فكره فعلا فنانينا العرب شايفين حالهم  ومغرورين مقارنه بفنانيين اجانب ومشاهير اشهر منهم وعالميين متواضعين اكتر منهم  للاسف,Negitive
الله يرحم بيك يا رب,Netural
كفو ولله زوجته وحر فيها وش دخلكم,Negitive
كبر اي والله كبر,Netural
هل فريق يقدر يجيب السوداسيه غير برشلونه لالا,Netural
منذ الظهر حتى العصر استمتعت بألذ قهوة في حياتي وسعدت لأن في زمننا هذا رجال يرعون بذرة الخير في أمتنا شكرا على المحاضرة العميقة التي نرجو منها فنجانا آخر قريبا تحياتي الكبيرة وبارك الله فيكم,Positive
بايرن ميونخ ٢٠١٩٢٠٢٠,Netural
صلو على الحبيب  و اذكرو الله,Netural
ابلعي دس لايك مرتبو اغنية زفت بس حلو بيها رب بس,Negitive
انت مسكين والله تاسفت عليك انت وكلامك المكسر مسوي فيها بريطاني حاول تراجع اقرب دكتور نفسي واحمد الله علي النعمة اللي انت فيها,Negitive
تكلم عن اضافة بوابات الدفع السهله لنا كمبتدئين,Netural
تكفونن وش ذاا😭😭,Negitive
من طرف هنودي🐸🔪💫,Netural
سلام عليكم ورحمة الله وبركاته لوتكرمت ابغى افتح متجر الاكتروني اتعامل مع شركات بضاعه علشان انا ماعندي بضاعه ولا فلوس ياريت توضح لي,Netural
استأت يوم شفت المقطع بس انغثيت أكثر وأكثر من قريت تعليقات المجتمع المريض  والي يقولون يبالها كفين وتفلة وبعدين تطلق  بدون تعليق والله ماعندي شي أقوله,Negitive
والله اول ما دخلت على المقطع جوالي عالق,Netural
المذييع سافل اسفل منه,Negitive
ممتاز جدا جدا بس ياليت من دون موسيقى او اقترح انه تكون حلقة من دون موسيقى,Positive
قاسية ومجرده من الانسانية 💔,Negitive
يعطيك الف عافيه بس سؤال واحد لو المكان الي ابغى ابيع فيه مشهور موقع على إكسبريس اش الحل هل اشوف مواقع ثانيه وماهي او اشوف بلد ثاني,Positive
زياد ما قصر فيها 😉,Netural
هذي شخصية اللبنانيين عندهم نقص بيعوضوه بالتكبر والفلسفة 😂,Negitive
